App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,sentiment_score
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776,Varies with device,1000000,Free,0.0,Teen,Travel & Local,"July 10, 2018",Varies with device,Varies with device,0.24728937266437265
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323,Varies with device,1000000,Free,0.0,Everyone,Travel & Local,"July 19, 2018",Varies with device,Varies with device,0.18702944624819623
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14M,10000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.09299215649801587
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260133,Varies with device,10000000,Free,0.0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,0.10162220664781063
Booking.com Travel Deals,TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,100000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,0.014176835317460326
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28M,1000000,Free,0.0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.2534184783470498
Airbnb,TRAVEL_AND_LOCAL,4.4,359560,Varies with device,10000000,Free,0.0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device,0.10800453982301621
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12M,5000000,Free,0.0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,0.16078538359788358
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525,Varies with device,10000000,Free,0.0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device,0.4795306122448979
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6M,100000,Free,0.0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,0.15096450617283952
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153,Varies with device,1000000,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.25641737891737887
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1M,10000000,Free,0.0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,0.3980736961451248
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5M,1000000,Free,0.0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,0.0892848124098124
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22M,500000,Free,0.0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,0.3712767777565572
Google Street View,TRAVEL_AND_LOCAL,4.2,2129707,Varies with device,1000000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",Varies with device,Varies with device,-0.5
Device Help,TOOLS,4.2,28860,Varies with device,100000000,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,0.09639573827073827
Account Manager,TOOLS,4.1,76604,Varies with device,100000000,Free,0.0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,-0.08763520281275963
File Manager,TOOLS,4.6,739329,Varies with device,50000000,Free,0.0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,0.06183281680440773
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5M,10000000,Free,0.0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,-0.03749999999999999
ASUS Sound Recorder,TOOLS,4.5,34126,Varies with device,10000000,Free,0.0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,0.5167708333333333
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5M,10000000,Free,0.0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,0.13068233101321336
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6M,10000000,Free,0.0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,0.21464646464646464
HTC Lock Screen,TOOLS,4.1,28250,Varies with device,10000000,Free,0.0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device,0.03148818773818774
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1M,10000000,Free,0.0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,0.1895487012987013
HTC Sense Input,TOOLS,3.4,17030,Varies with device,10000000,Free,0.0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device,0.024668154761904763
App vault,TOOLS,3.4,25094,Varies with device,10000000,Free,0.0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,-0.04353505760732322
DuraSpeed,TOOLS,3.8,5431,1.3M,10000000,Free,0.0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,-0.03404401154401154
HTC Sense Input-AR,TOOLS,3.8,1420,2.7M,100000,Free,0.0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.2875963541666667
Digital Alarm Clock,TOOLS,4.2,118439,16M,10000000,Free,0.0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,0.34107329093987326
Alarm Clock Free,TOOLS,4.0,59973,11M,10000000,Free,0.0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,0.15576177498971616
Alarm Clock,TOOLS,4.3,114788,Varies with device,5000000,Free,0.0,Everyone,Tools,"January 22, 2018",Varies with device,Varies with device,0.17466728294853295
High-Powered Flashlight,TOOLS,4.5,429580,Varies with device,10000000,Free,0.0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device,0.3389572975023343
Flashlight & LED Torch,TOOLS,4.3,111507,Varies with device,10000000,Free,0.0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,0.24973333333333333
Color Flashlight,TOOLS,4.2,472904,Varies with device,50000000,Free,0.0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device,0.17583333333333334
Flashlight HD LED,TOOLS,4.3,618918,Varies with device,50000000,Free,0.0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device,0.45220399810917056
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5M,10000000,Free,0.0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,0.4045251322751323
Brightest LED Flashlight,TOOLS,4.5,60571,Varies with device,5000000,Free,0.0,Everyone,Tools,"July 2, 2018",Varies with device,Varies with device,0.3741989087301587
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8M,50000000,Free,0.0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,0.4925714285714286
Fraction Calculator Plus Free,TOOLS,4.5,148506,11M,5000000,Free,0.0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,0.37264092538286087
Calculator Plus Free,TOOLS,4.6,679912,Varies with device,10000000,Free,0.0,Everyone,Tools,"July 27, 2018",Varies with device,Varies with device,0.16666666666666669
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11M,5000000,Free,0.0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,0.3525981620718463
Calculator with Percent (Free),TOOLS,4.8,48211,7.4M,1000000,Free,0.0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.03197278911564626
Graphing Calculator,TOOLS,3.9,12388,5.3M,1000000,Free,0.0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.2458298171589311
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3M,10000000,Free,0.0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.22344972943722943
Age Calculator,TOOLS,4.4,24265,3.3M,1000000,Free,0.0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.13138302669552668
EzCalculator,TOOLS,4.1,1657,2.0M,100000,Free,0.0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.37776996943115365
Hideman VPN,TOOLS,4.1,88675,9.6M,5000000,Free,0.0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.12164696116309019
Fast Secure VPN,TOOLS,4.3,56848,9.6M,1000000,Free,0.0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.1791001133060992
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10M,1000000,Free,0.0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.2176688508884801
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2M,50000000,Free,0.0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.25176470588235295
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9M,1000000,Free,0.0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.31363636363636366
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.5,4594198,Varies with device,100000000,Free,0.0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.2239008620689655
Google Handwriting Input,TOOLS,4.3,94427,Varies with device,10000000,Free,0.0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device,0.2541081871345029
AppLock - Fingerprint,TOOLS,4.4,745245,3.5M,10000000,Free,0.0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.20993951418951418
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21M,100000,Free,0.0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.5681818181818181
Evie Launcher,PERSONALIZATION,4.7,139258,Varies with device,5000000,Free,0.0,Everyone,Personalization,"August 3, 2018",Varies with device,4.4 and up,0.27792823212907847
Golden Launcher,PERSONALIZATION,4.4,32794,12M,5000000,Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.507079346092504
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8M,500000,Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.17932800224466894
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23M,1000000,Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.3507882882882883
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14M,1000000,Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.10838064006466784
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12M,10000000,Free,0.0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.15973039215686274
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0M,10000000,Free,0.0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.26443175805675806
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14M,100000000,Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.44747311827956987
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38M,1000000,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.4643197278911565
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9M,1000000,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.5166216422466423
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8M,10000000,Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.07638888888888888
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8M,500000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.20640625
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27M,500000,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.25675
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4M,100000,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.3185
DashClock Widget,PERSONALIZATION,4.1,62301,1.9M,1000000,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.033333333333333326
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9M,5000000,Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.21421351453230514
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1M,10000000,Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.4722514455782313
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10M,5000000,Free,0.0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.22525030371997284
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3M,10000000,Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.20517906336088154
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,853k,10000000,Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,0.24756756810576258
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4M,10000000,Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.253524397462264
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5M,5000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.390275974025974
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1M,1000000,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.3454586448904631
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13M,10000000,Free,0.0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.20134484370347466
BIG Launcher,PERSONALIZATION,4.3,881,5.9M,10000,Paid,9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,0.18498650308025308
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,Varies with device,10000000,Free,0.0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up,0.4495659722222222
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,Varies with device,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.26733509335782063
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24M,10000000,Free,0.0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.2736637188208617
Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,50000000,Free,0.0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,0.18333333333333335
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3M,5000000,Free,0.0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.11529581529581528
ASUS SuperNote,PRODUCTIVITY,4.5,26559,Varies with device,10000000,Free,0.0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,0.19279142355229312
HTC File Manager,PRODUCTIVITY,4.2,13500,Varies with device,10000000,Free,0.0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,0.08894901394901396
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,10000000,Free,0.0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.029166666666666664
HTC Calendar,PRODUCTIVITY,3.9,6949,Varies with device,10000000,Free,0.0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,-0.03762626262626264
ASUS Calling Screen,PRODUCTIVITY,4.2,102451,Varies with device,10000000,Free,0.0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,0.06316393097643097
Content Transfer,PRODUCTIVITY,4.7,19302,7.2M,5000000,Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.16304728178360992
HTC Mail,PRODUCTIVITY,3.1,6572,Varies with device,10000000,Free,0.0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,0.07874792828699079
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,50000000,Free,0.0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.13885152116402116
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2M,1000000,Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.26137154546438207
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3M,500000,Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.14282013621299336
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1M,10000000,Free,0.0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.4358370518370518
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,Varies with device,1000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,0.17075396825396827
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2M,50000000,Free,0.0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,0.11199179292929294
File Explorer,PRODUCTIVITY,4.1,979,720k,100000,Free,0.0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,0.25958281573498965
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,Varies with device,10000000,Free,0.0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device,0.11732338494838494
Google Slides,PRODUCTIVITY,4.2,244567,Varies with device,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.9333333333333332
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7M,1000000,Free,0.0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.3190705128205128
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9M,5000000,Free,0.0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,0.15000000000000002
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,Varies with device,5000000,Free,0.0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device,0.16821270416379114
Business Calendar 2,PRODUCTIVITY,4.6,102594,15M,5000000,Free,0.0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,0.20114111302290014
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1M,1000000,Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.12984919859871033
Baby Panda Learns Shapes,PARENTING,4.0,3789,42M,1000000,Free,0.0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.2475370012870013
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336,Varies with device,1000000,Free,0.0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device,0.4325875840980008
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073,Varies with device,500000,Free,0.0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up,0.4174351136851137
Baby Name Together,PARENTING,4.0,464,24M,100000,Free,0.0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.2859856284856285
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24M,500000,Free,0.0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.3425348246524717
Baby Panda Musical Genius,PARENTING,4.0,3346,37M,1000000,Free,0.0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.2277602521352521
Baby Monitor,PARENTING,4.4,5343,5.2M,1000000,Free,0.0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.2742230725623583
Daniel Tiger for Parents,PARENTING,4.7,247,28M,100000,Free,0.0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.2796296296296297
Free live weather on screen,WEATHER,4.4,15370,21M,1000000,Free,0.0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.3942586105415053
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1M,5000000,Free,0.0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up,0.4323232323232323
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,Varies with device,50000000,Free,0.0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device,0.3334000273124918
HTC Weather,WEATHER,3.9,22154,Varies with device,10000000,Free,0.0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up,0.06762483062014055
ForecaWeather,WEATHER,4.2,18425,5.3M,1000000,Free,0.0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.36090676501860713
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6M,1000000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.3826797385620915
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9M,1000000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.1979934210526316
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1M,1000000,Free,0.0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.1860153308635282
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0M,10000000,Free,0.0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,0.01837777612777613
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,Varies with device,5000000,Free,0.0,Everyone,Video Players & Editors,"February 13, 2015",6.5.852058,5.0 and up,0.03149886899667173
Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093,Varies with device,5000000,Free,0.0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device,-0.04053738275613276
HTC Gallery,VIDEO_PLAYERS,4.1,45744,Varies with device,10000000,Free,0.0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up,0.031543995439084725
BluTV,VIDEO_PLAYERS,3.9,28835,Varies with device,1000000,Free,0.0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device,0.28028073593073594
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11M,1000000,Free,0.0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.2715553215553216
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,Varies with device,50000000,Free,0.0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device,-0.06614583333333335
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7M,500000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.24342580213903742
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3M,500000,Free,0.0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.21704599412932749
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8M,1000000,Free,0.0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.23374426078971533
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121,Varies with device,1000000,Free,0.0,Everyone,News & Magazines,"April 13, 2018",Varies with device,Varies with device,0.11245826529001753
Fast News,NEWS_AND_MAGAZINES,4.4,84957,Varies with device,1000000,Free,0.0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device,0.3463034188034188
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2M,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.18463979076479076
Digg,NEWS_AND_MAGAZINES,3.9,6105,Varies with device,100000,Free,0.0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device,0.04270031483667848
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27M,10000000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.054705447330447333
BBC News,NEWS_AND_MAGAZINES,4.3,296781,Varies with device,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,Varies with device,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.02184271596609259
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23M,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.0
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,Varies with device,100000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.5295
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35M,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.04236183905380334
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25M,10000000,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.057347888966192535
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,Varies with device,5000000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.09218199309108399
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074,Varies with device,1000000,Free,0.0,Mature 17+,News & Magazines,"July 2, 2018",Varies with device,Varies with device,0.2280863229009162
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13M,5000000,Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.19929633355689694
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018,Varies with device,500000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.38586500305250304
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8M,1000000,Free,0.0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.29464074593335954
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,Varies with device,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device,0.2781841981321148
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7M,1000000,Free,0.0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.25107490723562154
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3M,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.6875
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29M,5000000,Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.2724778825671683
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4M,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.3688950892857143
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5M,1000000,Free,0.0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.1004489750445633
Flashlight,TOOLS,4.5,162335,4.9M,10000000,Free,0.0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.4054000850340136
A Call From Santa Claus!,FAMILY,3.9,3720,11M,1000000,Free,0.0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.008293862999745358
